CustomerId,total_transaction_amount,avg_transaction_amount,transaction_count,std_transaction_amount,is_high_risk
CustomerId_1056,5500.0,1375.0,4,1108.6778913041726,1
CustomerId_1057,4504.0,2252.0,2,3886.258869401265,1
CustomerId_1058,13815.0,476.37931034482756,29,597.271917841752,0
CustomerId_1059,40000.0,4444.444444444444,9,6463.573143221772,0
CustomerId_1063,13325.0,1110.4166666666667,12,1608.6590383033788,0
CustomerId_1064,191650.0,4563.0952380952385,42,6424.71627468643,0
CustomerId_1068,500.0,500.0,1,0.0,1
CustomerId_1070,5000.0,5000.0,1,0.0,0
CustomerId_1071,236290.0,33755.71428571428,7,57242.85162275515,0
CustomerId_1073,1000.0,1000.0,1,0.0,1
CustomerId_1074,167500.0,3641.304347826087,46,5656.405458001928,0
CustomerId_1078,19000.0,3166.6666666666665,6,7626.707459098367,1
CustomerId_1079,20000.0,20000.0,1,0.0,1
CustomerId_1080,5000.0,5000.0,1,0.0,0
CustomerId_1081,1500.0,750.0,2,353.5533905932738,0
CustomerId_1082,19000.0,3800.0,5,6685.805860178712,1
CustomerId_1083,500.0,500.0,1,0.0,0
CustomerId_1084,10000.0,10000.0,1,0.0,1
CustomerId_1085,2900.0,725.0,4,1517.3990905493517,1
CustomerId_1086,77576.0,2424.25,32,4114.986567610265,0
CustomerId_1087,40000.0,4444.444444444444,9,6463.573143221772,0
CustomerId_1089,169651.5,1116.1282894736842,152,1695.0127365720368,0
CustomerId_1091,3000.0,1500.0,2,707.1067811865476,0
CustomerId_1092,65000.0,4062.5,16,5801.9393309478855,0
CustomerId_1093,42620.0,774.9090909090909,55,1912.920128366163,0
CustomerId_1094,32460.0,4637.142857142857,7,9189.939633979675,0
CustomerId_1095,4875.0,443.1818181818182,11,764.5334287239268,0
CustomerId_1096,1949226.0,2486.2576530612246,784,17819.372756509856,0
CustomerId_1098,20000.0,20000.0,1,0.0,0
CustomerId_1099,6180.0,686.6666666666666,9,843.8601779915912,0
CustomerId_11,-10000.0,-10000.0,1,0.0,1
CustomerId_1101,60000.0,6666.666666666667,9,5873.670062235366,1
CustomerId_1102,60000.0,4285.714285714285,14,6169.759644097497,0
CustomerId_1103,30000.0,30000.0,1,0.0,1
CustomerId_1104,40000.0,4000.0,10,9321.420969406376,0
CustomerId_1105,500.0,500.0,1,0.0,0
CustomerId_1106,10000.0,10000.0,1,0.0,1
CustomerId_1108,50000.0,3571.4285714285716,14,8741.715073003834,0
CustomerId_1109,39800.0,4975.0,8,6193.718015630262,1
CustomerId_1111,-20.0,-6.666666666666667,3,1000.0666644445926,1
CustomerId_1112,20000.0,3333.3333333333335,6,6088.2400303098,0
CustomerId_1113,29700.0,1291.304347826087,23,3184.930860313962,1
CustomerId_1114,52925.0,928.5087719298245,57,963.8325492311376,0
CustomerId_1116,5960.0,745.0,8,1039.2717230280607,0
CustomerId_1117,4000.0,4000.0,1,0.0,1
CustomerId_1118,70000.0,2916.6666666666665,24,6412.736421045005,0
CustomerId_1119,5450.0,778.5714285714286,7,410.13934914158835,0
CustomerId_1120,1960.0,980.0,2,1442.497833620557,1
CustomerId_1121,12097.02,1728.1457142857143,7,2428.372158867315,0
CustomerId_1122,1850000.0,1850000.0,1,0.0,1
CustomerId_1123,1000.0,1000.0,1,0.0,1
CustomerId_1124,19000.0,3166.6666666666665,6,7626.707459098367,0
CustomerId_1125,5000.0,5000.0,1,0.0,0
CustomerId_1127,92135.0,2490.135135135135,37,2946.553053637062,0
CustomerId_1129,1000.0,500.0,2,0.0,1
CustomerId_1130,3960.0,990.0,4,1833.1393836803572,1
CustomerId_1131,16550.0,1504.5454545454545,11,2194.9321795279398,0
CustomerId_1134,3380.0,375.55555555555554,9,430.80915470516385,0
CustomerId_1135,71000.0,5071.428571428572,14,10547.561043011032,0
CustomerId_1137,80000.0,4000.0,20,8911.199340392432,1
CustomerId_1140,3750.0,1250.0,3,3269.174207655505,1
CustomerId_1141,145465.0,2968.673469387755,49,5077.606347925152,0
CustomerId_1145,9500.0,2375.0,4,1887.4586088176875,1
CustomerId_1146,19000.0,3166.6666666666665,6,7626.707459098367,1
CustomerId_1147,80000.0,4444.444444444444,18,5843.268849682788,0
CustomerId_1150,2000.0,1000.0,2,0.0,1
CustomerId_1153,3000.0,3000.0,1,0.0,1
CustomerId_1154,5475.0,608.3333333333334,9,846.869234297716,0
CustomerId_1156,1488224.0,4044.086956521739,368,8121.07295048366,0
CustomerId_1158,30000.0,3750.0,8,7094.061903149301,1
CustomerId_1159,20000.0,4000.0,5,6745.368781616021,0
CustomerId_1160,48890.0,3259.3333333333335,15,6929.972651632974,0
CustomerId_1161,2500.0,2500.0,1,0.0,0
CustomerId_1162,4465.0,637.8571428571429,7,1176.4277040503353,0
CustomerId_1163,50000.0,3571.4285714285716,14,7303.4689936125105,0
CustomerId_1164,19000.0,3166.6666666666665,6,7626.707459098367,1
CustomerId_1165,54000.0,10800.0,5,14515.508947329405,0
CustomerId_1169,-50.0,-16.666666666666668,3,1000.4165798972613,0
CustomerId_1170,107074.0,5948.555555555556,18,14101.364348768951,0
CustomerId_1171,3925.0,654.1666666666666,6,1373.9010760119036,1
CustomerId_1172,235759.7,2806.6630952380956,84,4417.996239581807,0
CustomerId_1174,1000.0,1000.0,1,0.0,1
CustomerId_1175,8942702.5,37106.64937759336,241,359409.4007452866,0
CustomerId_1177,28878.0,7219.5,4,12439.0,0
CustomerId_1179,900.0,300.0,3,1539.4804318340653,0
CustomerId_1180,143406.0,2140.3880597014927,67,3254.1012488914794,0
CustomerId_1182,10000.0,2500.0,4,6757.711644237764,0
CustomerId_1183,45075.0,2504.1666666666665,18,5054.265016096918,0
CustomerId_1184,1000.0,1000.0,1,0.0,1
CustomerId_1186,5900.0,1475.0,4,2665.0515942472857,1
CustomerId_1187,39000.0,5571.428571428572,7,9431.456989902512,1
CustomerId_1189,3000.0,1500.0,2,707.1067811865476,1
CustomerId_1190,80000.0,5333.333333333333,15,6183.695920571712,0
CustomerId_1191,20500.0,3416.6666666666665,6,6200.134407145273,0
CustomerId_1192,41565.0,1889.3181818181818,22,3086.743659222275,0
CustomerId_1193,9000.0,2250.0,4,6601.767440112787,1
CustomerId_1194,9000.0,2250.0,4,6601.767440112787,1
CustomerId_1195,19000.0,3166.6666666666665,6,6047.037842337905,1
CustomerId_1196,19000.0,3166.6666666666665,6,6266.31204670392,1
CustomerId_1197,9000.0,2250.0,4,6601.767440112787,1
CustomerId_1198,9000.0,2250.0,4,6601.767440112787,1
CustomerId_12,-10000.0,-10000.0,1,0.0,1
CustomerId_1200,9000.0,2250.0,4,6601.767440112787,1
CustomerId_1201,542517.5,3135.9393063583816,173,8880.120804886395,0
CustomerId_1202,130000.0,4482.758620689655,29,6598.813148996527,0
CustomerId_1203,38530.0,856.2222222222222,45,1996.2786844172297,0
CustomerId_1204,9000.0,2250.0,4,6601.767440112787,1
CustomerId_1208,19770.0,2196.6666666666665,9,3365.0334322261942,1
CustomerId_1209,30000.0,5000.0,6,6511.528238439882,0
CustomerId_1210,25000.0,8333.333333333334,3,25181.01136438593,1
CustomerId_1211,200000.0,100000.0,2,0.0,1
CustomerId_1212,39000.0,2294.1176470588234,17,4928.992111506582,1
CustomerId_1214,104825.0,2382.3863636363635,44,5690.768175619785,0
CustomerId_1215,1000.0,1000.0,1,0.0,1
CustomerId_1217,29000.0,3222.222222222222,9,6255.553088612104,1
CustomerId_1218,139055.0,1931.3194444444443,72,1964.8128235863244,0
CustomerId_1219,3850.0,641.6666666666666,6,841.080654079421,0
CustomerId_1220,40000.0,3076.923076923077,13,5488.040610599537,0
CustomerId_1221,20000.0,4000.0,5,6745.368781616021,0
CustomerId_1222,82980.0,1844.0,45,7714.81533685792,0
CustomerId_1223,21500.0,7166.666666666667,3,11116.804097101529,0
CustomerId_1224,10000.0,10000.0,1,0.0,0
CustomerId_1225,1000.0,1000.0,1,0.0,0
CustomerId_1226,10700.0,1337.5,8,2290.4693842092715,1
CustomerId_1227,73233.6,2816.6769230769232,26,3686.5900224796023,0
CustomerId_1228,20000.0,4000.0,5,6745.368781616021,0
CustomerId_1229,-50.0,-16.666666666666668,3,1000.4165798972613,0
CustomerId_1231,2000.0,2000.0,1,0.0,1
CustomerId_1232,5000.0,5000.0,1,0.0,0
CustomerId_1233,1000.0,1000.0,1,0.0,0
CustomerId_1234,40000.0,3333.3333333333335,12,7270.404932243312,1
CustomerId_1235,19000.0,3166.6666666666665,6,6104.643041707408,1
CustomerId_1236,8765.0,1095.625,8,2169.185886620666,1
CustomerId_1237,1000.0,1000.0,1,0.0,0
CustomerId_1238,20000.0,4000.0,5,6745.368781616021,0
CustomerId_1240,34000.0,5666.666666666667,6,7527.72652709081,1
CustomerId_1241,30000.0,4285.714285714285,7,6102.302453836194,0
CustomerId_1242,842504.0,5542.789473684211,152,9263.462969135824,0
CustomerId_1244,5000.0,5000.0,1,0.0,1
CustomerId_1245,135000.0,4655.172413793103,29,6136.98310054335,0
CustomerId_1246,79000.0,4157.894736842105,19,6048.536626460769,0
CustomerId_1247,60000.0,4615.384615384615,13,9197.26826779254,0
CustomerId_1250,661899.15,2424.539010989011,273,4614.518775738537,0
CustomerId_1252,80000.0,4210.526315789473,19,6058.317949255305,0
CustomerId_1253,20000.0,4000.0,5,6745.368781616021,0
CustomerId_1256,20000.0,3333.3333333333335,6,7814.516406449389,0
CustomerId_1257,17025.0,1418.75,12,1903.8359901190877,0
CustomerId_1258,30000.0,4285.714285714285,7,6163.448323633065,0
CustomerId_1259,17213.5,1075.84375,16,1617.5299246974278,1
CustomerId_1260,40000.0,4444.444444444444,9,6463.573143221772,0
CustomerId_1262,10040.0,1115.5555555555557,9,791.5034919555173,0
CustomerId_1263,19000.0,3800.0,5,6685.805860178712,1
CustomerId_1265,250500.0,2582.4742268041236,97,4735.234238514465,0
CustomerId_1266,9470.0,473.5,20,476.74085424396253,0
CustomerId_1267,-20.0,-6.666666666666667,3,1000.0666644445926,0
CustomerId_1268,1000000.0,1000000.0,1,0.0,0
CustomerId_1269,2000.0,666.6666666666666,3,3785.9388972001825,1
CustomerId_1270,50904.0,1542.5454545454545,33,1915.43306282987,0
CustomerId_1271,5550.0,925.0,6,503.7360419902471,0
CustomerId_1272,4500.0,1500.0,3,866.0254037844386,1
CustomerId_1273,19000.0,3166.6666666666665,6,7626.707459098367,1
CustomerId_1274,5000.0,5000.0,1,0.0,1
CustomerId_1275,712156.5,2814.8478260869565,253,9503.242723171974,0
CustomerId_1276,581500.0,6761.627906976744,86,21603.4755842374,0
CustomerId_1277,160910.0,2681.8333333333335,60,7224.056208761435,0
CustomerId_1279,29000.0,4142.857142857143,7,7425.823667638301,1
CustomerId_1280,105203.0,2390.9772727272725,44,3286.966782214027,0
CustomerId_1281,180000.0,6000.0,30,9098.806287753849,0
CustomerId_1282,10000.0,10000.0,1,0.0,0
CustomerId_1283,17905.0,942.3684210526316,19,382.45685457844144,1
CustomerId_1285,2950.0,737.5,4,525.0,1
CustomerId_1286,74269.0,2652.464285714286,28,3371.4044631626152,0
CustomerId_1287,29000.0,4142.857142857143,7,7425.823667638301,1
CustomerId_1288,16370.0,1169.2857142857142,14,837.3260029193141,0
CustomerId_1294,64178.0,5348.166666666667,12,6787.470031185584,0
CustomerId_1295,92150.0,6143.333333333333,15,6625.676964514286,1
CustomerId_1296,-525.0,-175.0,3,761.1668673819164,1
CustomerId_1297,5000.0,5000.0,1,0.0,1
CustomerId_1298,407980.0,20399.0,20,43873.992044202416,0
CustomerId_1299,216780.0,6021.666666666667,36,14360.298743410596,0
CustomerId_13,-10000.0,-10000.0,1,0.0,1
CustomerId_1300,20000.0,3333.3333333333335,6,6088.2400303098,0
CustomerId_1301,90000.0,5000.0,18,6240.28656958863,0
CustomerId_1302,7740285.0,430015.8333333333,18,1235636.027663308,0
CustomerId_1303,100000.0,4761.9047619047615,21,6268.211562357815,0
CustomerId_1304,150000.0,50000.0,3,0.0,0
CustomerId_1306,61860.0,1014.0983606557377,61,1984.3446668435909,1
CustomerId_1307,253650.0,14920.588235294117,17,32368.421430189534,0
CustomerId_1308,148558.0,9903.866666666667,15,25991.4281745421,0
CustomerId_1310,10000.0,10000.0,1,0.0,0
CustomerId_1311,41740.0,1264.8484848484848,33,1393.6521741725078,0
CustomerId_1312,1000.0,1000.0,1,0.0,0
CustomerId_1313,19000.0,3166.6666666666665,6,7626.707459098367,1
CustomerId_1316,30000.0,15000.0,2,7071.067811865475,0
CustomerId_1317,45000.0,4500.0,10,6186.903731090195,0
CustomerId_1318,4986.0,712.2857142857143,7,1130.3754117232786,1
CustomerId_1320,10000.0,5000.0,2,0.0,1
CustomerId_1321,60000.0,30000.0,2,28284.2712474619,1
CustomerId_1322,2950.0,491.6666666666667,6,842.8621872326856,1
CustomerId_1323,60000.0,4000.0,15,6020.797289396148,0
CustomerId_1324,674696.0,14993.244444444445,45,35146.98168933866,0
CustomerId_1325,41280.0,8256.0,5,10833.867268893413,1
CustomerId_1326,13000.0,4333.333333333333,3,1154.7005383792514,1
CustomerId_1328,1000.0,1000.0,1,0.0,0
CustomerId_1329,32000.0,4571.428571428572,7,8263.517065131184,0
CustomerId_1330,40000.0,5714.285714285715,7,9516.902257112266,0
CustomerId_1331,66000.0,5500.0,12,5916.079783099616,0
CustomerId_1332,3000.0,1500.0,2,707.1067811865476,1
CustomerId_1335,200848.5,1777.4203539823009,113,4404.376749004483,0
CustomerId_1338,22000.0,11000.0,2,12727.922061357855,1
CustomerId_1339,19000.0,3800.0,5,6685.805860178712,1
CustomerId_1341,21560.0,1960.0,11,2140.1869077255847,1
CustomerId_1343,1000.0,1000.0,1,0.0,1
CustomerId_1349,8000.0,1142.857142857143,7,377.9644730092272,1
CustomerId_1351,95100.0,6340.0,15,14258.721641758173,1
CustomerId_1353,2000000.0,2000000.0,1,0.0,0
CustomerId_1355,10000.0,2000.0,5,0.0,1
CustomerId_1356,5000.0,5000.0,1,0.0,1
CustomerId_1357,100.0,100.0,1,0.0,0
CustomerId_1358,1950.0,325.0,6,986.6610360199697,0
CustomerId_1359,40000.0,4444.444444444444,9,6463.573143221772,0
CustomerId_1360,10000.0,10000.0,1,0.0,1
CustomerId_1361,10500.0,1166.6666666666667,9,2260.530911091463,1
CustomerId_1362,80000.0,4000.0,20,7156.153038874272,0
CustomerId_1363,5000.0,5000.0,1,0.0,1
CustomerId_1365,18500.0,4625.0,4,6209.87117418711,0
CustomerId_1366,900.0,180.0,5,843.0599029724993,0
CustomerId_1367,20000.0,3333.3333333333335,6,6088.2400303098,0
CustomerId_1369,19000.0,3166.6666666666665,6,7626.707459098367,1
CustomerId_1370,112850.0,16121.42857142857,7,23193.818449873972,1
CustomerId_1372,500.0,500.0,1,0.0,0
CustomerId_1373,10000.0,10000.0,1,0.0,1
CustomerId_1375,30000.0,10000.0,3,8660.254037844386,0
CustomerId_1376,220000.0,110000.0,2,127279.22061357855,1
CustomerId_1377,-20.0,-6.666666666666667,3,1000.0666644445926,0
CustomerId_1378,50000.0,3846.153846153846,13,8060.667402539258,0
CustomerId_1379,1000.0,1000.0,1,0.0,1
CustomerId_1380,80000.0,4000.0,20,7262.013639842819,0
CustomerId_1381,5000.0,5000.0,1,0.0,1
CustomerId_1382,12995.0,649.75,20,897.6262189504986,0
CustomerId_1384,7000.0,2333.3333333333335,3,577.3502691896258,0
CustomerId_1385,50000.0,50000.0,1,0.0,0
CustomerId_1386,1000.0,1000.0,1,0.0,1
CustomerId_1387,21900.0,608.3333333333334,36,769.1755883504661,0
CustomerId_1389,100000.0,100000.0,1,0.0,1
CustomerId_1390,500.0,500.0,1,0.0,0
CustomerId_1392,11260.0,2252.0,5,2489.4818738042663,1
CustomerId_1393,200.0,100.0,2,7212.489168102785,1
CustomerId_1394,10000.0,10000.0,1,0.0,1
CustomerId_1395,20000.0,4000.0,5,6745.368781616021,0
CustomerId_1396,29800.0,4257.142857142857,7,6127.222628798234,1
CustomerId_1397,6800.0,680.0,10,1369.8033111038646,0
CustomerId_1398,216771.0,5041.186046511628,43,10694.189856125065,0
CustomerId_14,-10000.0,-10000.0,1,0.0,1
CustomerId_1400,500.0,500.0,1,0.0,1
CustomerId_1402,9960.0,1660.0,6,2166.4717861075414,0
CustomerId_1404,4000.0,2000.0,2,0.0,0
CustomerId_1406,490.0,245.0,2,360.62445840513925,1
CustomerId_1407,85980.0,4776.666666666667,18,6531.834261792732,0
CustomerId_1408,1000.0,1000.0,1,0.0,1
CustomerId_1409,29889.0,1245.375,24,1915.7042935216775,0
CustomerId_1410,55000.0,4230.7692307692305,13,5035.7694902541325,0
CustomerId_1411,7000.0,1166.6666666666667,6,408.24829046386304,0
CustomerId_1413,491358.4,3509.7028571428573,140,6719.642394025806,0
CustomerId_1414,10000.0,2500.0,4,6757.711644237764,0
CustomerId_1415,21273.0,409.09615384615387,52,1649.0091767734211,0
CustomerId_1417,7000.0,3500.0,2,2121.3203435596424,0
CustomerId_1418,3500.0,3500.0,1,0.0,0
CustomerId_1419,34225.0,3802.777777777778,9,5534.782691709264,0
CustomerId_1420,11850.0,1185.0,10,1680.2513039555852,1
CustomerId_1421,29810.0,2981.0,10,6228.605069444611,0
CustomerId_1422,14000.0,4666.666666666667,3,7252.153703096296,1
CustomerId_1423,8360.0,597.1428571428571,14,883.2843306609763,1
CustomerId_1424,20000.0,4000.0,5,6745.368781616021,0
CustomerId_1425,58890.0,1635.8333333333333,36,5203.837251765003,0
CustomerId_1426,10000.0,10000.0,1,0.0,1
CustomerId_1427,120000.0,4000.0,30,7655.424040598882,1
CustomerId_1429,181640.0,5045.555555555556,36,9732.19999924975,0
CustomerId_1431,5000.0,5000.0,1,0.0,1
CustomerId_1432,2000.0,2000.0,1,0.0,1
CustomerId_1435,110000.0,3793.103448275862,29,5542.687011761068,0
CustomerId_1436,9000.0,2250.0,4,6601.767440112787,1
CustomerId_1437,20000.0,20000.0,1,0.0,1
CustomerId_1438,145071.0,4533.46875,32,8857.15637023158,0
CustomerId_1439,500.0,500.0,1,0.0,1
CustomerId_1440,440.0,110.0,4,837.4962686484042,0
CustomerId_1441,1000.0,1000.0,1,0.0,1
CustomerId_1442,40000.0,4444.444444444444,9,6463.573143221772,0
CustomerId_1443,2000.0,1000.0,2,0.0,0
CustomerId_1444,500.0,500.0,1,0.0,1
CustomerId_1445,500.0,500.0,1,0.0,0
CustomerId_1447,9850.0,1231.25,8,1847.186567265395,1
CustomerId_1448,3500.0,1166.6666666666667,3,577.3502691896257,0
CustomerId_1449,492768.0,18250.666666666668,27,43571.03462340372,0
CustomerId_1450,60725.0,6747.222222222223,9,16366.268876700164,0
CustomerId_1451,18550.0,1030.5555555555557,18,2436.9417242355757,0
CustomerId_1452,24600.0,2236.3636363636365,11,3194.61194115114,0
CustomerId_1453,20175.0,1834.090909090909,11,2613.2420651193206,0
CustomerId_1454,60000.0,4285.714285714285,14,6877.2598683417,0
CustomerId_1455,1000.0,1000.0,1,0.0,1
CustomerId_1458,500.0,500.0,1,0.0,1
CustomerId_1459,10000.0,10000.0,1,0.0,1
CustomerId_1461,65600.0,1561.904761904762,42,2612.7608872843903,0
CustomerId_1464,10000.0,2500.0,4,6757.711644237764,0
CustomerId_1466,38200.0,5457.142857142857,7,6181.654887071677,0
CustomerId_1467,-13500.0,-1687.5,8,1589.6428170234615,0
CustomerId_1468,400864.0,26724.266666666666,15,28193.687255601504,0
CustomerId_1472,224496.0,3401.4545454545455,66,5290.541755541946,0
CustomerId_1474,10000.0,10000.0,1,0.0,1
CustomerId_1475,16740.0,2092.5,8,3703.6806017798026,1
CustomerId_1476,14000.0,1750.0,8,3414.3604295471127,1
CustomerId_1477,115075.4,1984.058620689655,58,3275.502078992743,0
CustomerId_1478,10000.0,2500.0,4,6757.711644237764,0
CustomerId_1479,20000.0,3333.3333333333335,6,6161.709719442054,0
CustomerId_1480,120000.0,4137.931034482759,29,5930.996892422979,0
CustomerId_1481,19000.0,1461.5384615384614,13,3555.87271555532,1
CustomerId_1482,24000.0,2400.0,10,4135.214625627066,1
CustomerId_1483,9930.0,1103.3333333333333,9,1637.0075595427163,1
CustomerId_1484,2970.0,371.25,8,746.2178444854903,0
CustomerId_1485,100000.0,4347.826086956522,23,6055.491089252449,0
CustomerId_1486,20000.0,3333.3333333333335,6,7814.516406449389,0
CustomerId_1487,6500.0,812.5,8,530.3300858899107,1
CustomerId_1488,20000.0,4000.0,5,6745.368781616021,0
CustomerId_1489,90000.0,15000.0,6,7745.966692414834,1
CustomerId_1490,30000.0,10000.0,3,8660.254037844386,1
CustomerId_1492,3350.0,1116.6666666666667,3,1663.079472945696,1
CustomerId_1494,93375.0,3219.8275862068967,29,9233.855068902561,0
CustomerId_1495,9950.0,1990.0,5,2837.3403038761494,1
CustomerId_1496,50000.0,50000.0,1,0.0,1
CustomerId_1498,3420.0,855.0,4,2185.734049085875,0
CustomerId_1499,34000.0,4250.0,8,5092.010548749033,1
CustomerId_15,-10000.0,-10000.0,1,0.0,1
CustomerId_1501,20000.0,4000.0,5,6745.368781616021,0
CustomerId_1502,5000.0,5000.0,1,0.0,1
CustomerId_1503,296471.0,4006.364864864865,74,16625.54046629934,0
CustomerId_1504,109450.0,10945.0,10,31340.71234034096,0
CustomerId_1505,226410.0,1951.8103448275863,116,4020.883874092304,0
CustomerId_1506,5000.0,5000.0,1,0.0,1
CustomerId_1507,950.0,475.0,2,742.4621202458749,0
CustomerId_1508,80000.0,3809.5238095238096,21,5808.261767680995,0
CustomerId_1509,60429.0,3554.6470588235293,17,6073.434591946065,0
CustomerId_1510,216279.0,2325.5806451612902,93,4194.390111059265,1
CustomerId_1511,3950.0,987.5,4,2168.0924795773817,0
CustomerId_1512,133435.0,4169.84375,32,4480.445413553283,0
CustomerId_1513,19000.0,3166.6666666666665,6,7626.707459098367,1
CustomerId_1514,4350.0,483.3333333333333,9,738.1353195722313,1
CustomerId_1515,143285.0,2046.9285714285713,70,2931.5459754911262,0
CustomerId_1516,20975.0,2996.4285714285716,7,5840.241657589831,0
CustomerId_1517,25000.0,2272.7272727272725,11,3860.5934541443003,0
CustomerId_1518,9000.0,2250.0,4,6601.767440112787,1
CustomerId_1520,97920.0,4896.0,20,6085.470530612021,0
CustomerId_1521,1000.0,1000.0,1,0.0,1
CustomerId_1523,278854.0,19918.14285714286,14,52557.29452973882,0
CustomerId_1524,10000.0,2000.0,5,5567.764362830022,0
CustomerId_1525,1000.0,1000.0,1,0.0,1
CustomerId_1526,500.0,500.0,1,0.0,0
CustomerId_1528,11780.0,2356.0,5,4906.493656370097,1
CustomerId_1529,27386.0,978.0714285714286,28,1352.6555754589215,1
CustomerId_1531,3000.0,3000.0,1,0.0,1
CustomerId_1532,592356.0,29617.8,20,65032.14365106407,1
CustomerId_1533,145930.0,1621.4444444444443,90,5431.227138245644,0
CustomerId_1535,60212748.0,8601821.142857144,7,3309916.123615392,0
CustomerId_1537,99171.0,4132.125,24,4594.306176623976,0
CustomerId_1538,70000.0,4666.666666666667,15,6125.668087956572,0
CustomerId_1540,19000.0,3800.0,5,6685.805860178712,1
CustomerId_1541,78400.0,2703.448275862069,29,3718.0527505883542,1
CustomerId_1542,10000.0,2000.0,5,5667.892024377317,0
CustomerId_1543,20000.0,4000.0,5,6745.368781616021,0
CustomerId_1545,242985.0,3471.214285714286,70,12157.945838478929,0
CustomerId_1546,320000.0,6400.0,50,8997.48264113641,0
CustomerId_1547,104250.0,2004.8076923076924,52,2900.926654103596,1
CustomerId_1550,60000.0,4285.714285714285,14,6203.9512400575,0
CustomerId_1554,31725.0,1220.1923076923076,26,1840.1225398158845,0
CustomerId_1557,120000.0,4800.0,25,6244.9979983983985,0
CustomerId_1561,20000.0,4000.0,5,6745.368781616021,0
CustomerId_1562,3750.0,1250.0,3,3269.174207655505,1
CustomerId_1564,17530.0,626.0714285714286,28,3141.1985672913834,1
CustomerId_1565,59600.0,3505.8823529411766,17,5186.1860490435665,1
CustomerId_1566,1000.0,1000.0,1,0.0,0
CustomerId_1567,1000500.0,333500.0,3,288386.4594602181,0
CustomerId_1568,22840.0,1522.6666666666667,15,2754.856663802173,0
CustomerId_1569,5000.0,5000.0,1,0.0,0
CustomerId_1570,29000.0,3222.222222222222,9,5124.153046547736,1
CustomerId_1571,10000.0,10000.0,1,0.0,1
CustomerId_1572,60000.0,4615.384615384615,13,6357.914510519697,0
CustomerId_1573,19000.0,3166.6666666666665,6,7626.707459098367,1
CustomerId_1576,246592.0,2709.802197802198,91,9369.563800139471,0
CustomerId_1577,5250.0,1750.0,3,2839.4541729001367,1
CustomerId_1578,80000.0,6666.666666666667,12,9374.36866561092,1
CustomerId_1579,90000.0,4500.0,20,7667.429405231621,0
CustomerId_1580,5932.0,988.6666666666666,6,944.2047800486221,1
CustomerId_1581,25000.0,1923.076923076923,13,3639.1743216820137,0
CustomerId_1583,7730.0,858.8888888888889,9,1150.276536799352,0
CustomerId_1584,239214.0,4054.4745762711864,59,9510.749514240102,0
CustomerId_1587,18955.0,1263.6666666666667,15,1646.646447726264,1
CustomerId_1588,123640.0,3746.6666666666665,33,14155.694672698568,0
CustomerId_1591,35000.0,3888.8888888888887,9,6527.71867585538,0
CustomerId_1593,50000.0,3846.153846153846,13,8060.667402539258,0
